285,"Mrs. Partridge was then examined, who, after a modest apology for being obliged to speak the truth against her husband, related all the circumstances with which the reader hath already been acquainted; and at last concluded with her husband's confession of his guilt.
"
288,"Mrs. Partridge could not bear this imputation with patience; and having no other remedy in the present place but tears, she called forth a plentiful assistance from them, and then addressing herself to Mr. Allworthy, she said (or rather cried), “May it please your worship, there never was any poor woman so injured as I am by that base man; for this is not the only instance of his falsehood to me. No, may it please your worship, he hath injured my bed many's the good time and often. I could have put up with his drunkenness and neglect of his business, if he had not broke one of the sacred commandments. Besides, if it had been out of doors I had not mattered it so much; but with my own servant, in my own house, under my own roof, to defile my own chaste bed, which to be sure he hath, with his beastly stinking whores. Yes, you villain, you have defiled my own bed, you have; and then you have charged me with bullocking you into owning the truth. Is it very likely, an't please your worship, that I should bullock him? I have marks enow about my body to show of his cruelty to me. If you had been a man, you villain, you would have scorned to injure a woman in that manner. But you an't half a man, you know it. Nor have you been half a husband to me. You need run after whores, you need, when I'm sure— And since he provokes me, I am ready, an't please your worship, to take my bodily oath that I found them a-bed together. What, you have forgot, I suppose, when you beat me into a fit, and made the blood run down my forehead, because I only civilly taxed you with adultery! but I can prove it by all my neighbours. You have almost broke my heart, you have, you have.”
"
340,"To say the truth, every physician almost hath his favourite disease, to which he ascribes all the victories obtained over human nature. The gout, the rheumatism, the stone, the gravel, and the consumption, have all their several patrons in the faculty; and none more than the nervous fever, or the fever on the spirits. And here we may account for those disagreements in opinion, concerning the cause of a patient's death, which sometimes occur, between the most learned of the college; and which have greatly surprized that part of the world who have been ignorant of the fact we have above asserted.
"
390,"To say the truth, some of that atrocious wickedness in Jones, of which we have just mentioned three examples, might perhaps be derived from the encouragement he had received from this fellow who, in two or three instances, had been what the law calls an accessary after the fact: for the whole duck, and great part of the apples, were converted to the use of the gamekeeper and his family; though, as Jones alone was discovered, the poor lad bore not only the whole smart, but the whole blame; both which fell again to his lot on the following occasion.
"
402,"Tom was then interrogated who was with him, which Mr. Allworthy declared he was resolved to know, acquainting the culprit with the circumstance of the two guns, which had been deposed by the squire and both his servants; but Tom stoutly persisted in asserting that he was alone; yet, to say the truth, he hesitated a little at first, which would have confirmed Mr. Allworthy's belief, had what the squire and his servants said wanted any further confirmation.
"
446,"As both these learned men concurred in censuring Jones, so were they no less unanimous in applauding Master Blifil. To bring truth to light, was by the parson asserted to be the duty of every religious man; and by the philosopher this was declared to be highly conformable with the rule of right, and the eternal and unalterable fitness of things.
"
450,"Had the bare delight in the sport been the only inducement to the pedagogue, it is probable Master Blifil would likewise have had his share; but though Mr. Allworthy had given him frequent orders to make no difference between the lads, yet was Thwackum altogether as kind and gentle to this youth, as he was harsh, nay even barbarous, to the other. To say the truth, Blifil had greatly gained his master's affections; partly by the profound respect he always showed his person, but much more by the decent reverence with which he received his doctrine; for he had got by heart, and frequently repeated, his phrases, and maintained all his master's religious principles with a zeal which was surprizing in one so young, and which greatly endeared him to the worthy preceptor.
"
454,"Nor was Blifil contented with flattering both these gentlemen to their faces; he took frequent occasions of praising them behind their backs to Allworthy; before whom, when they two were alone, and his uncle commended any religious or virtuous sentiment (for many such came constantly from him) he seldom failed to ascribe it to the good instructions he had received from either Thwackum or Square; for he knew his uncle repeated all such compliments to the persons for whose use they were meant; and he found by experience the great impressions which they made on the philosopher, as well as on the divine: for, to say the truth, there is no kind of flattery so irresistible as this, at second hand.
"
506,"Master Blifil then, though he had kept silence in the presence of Jones, yet, when he had better considered the matter, could by no means endure the thought of suffering his uncle to confer favours on the undeserving. He therefore resolved immediately to acquaint him with the fact which we have above slightly hinted to the reader. The truth of which was as follows:
"
547,"It may, however, be proper to say, that whatever mental accomplishments she had derived from nature, they were somewhat improved and cultivated by art: for she had been educated under the care of an aunt, who was a lady of great discretion, and was thoroughly acquainted with the world, having lived in her youth about the court, whence she had retired some years since into the country. By her conversation and instructions, Sophia was perfectly well bred, though perhaps she wanted a little of that ease in her behaviour which is to be acquired only by habit, and living within what is called the polite circle. But this, to say the truth, is often too dearly purchased; and though it hath charms so inexpressible, that the French, perhaps, among other qualities, mean to express this, when they declare they know not what it is; yet its absence is well compensated by innocence; nor can good sense and a natural gentility ever stand in need of it.
"
589,"Many accidents from time to time improved both these passions in her breast; which, without our recounting, the reader may well conclude, from what we have before hinted of the different tempers of these lads, and how much the one suited with her own inclinations more than the other. To say the truth, Sophia, when very young, discerned that Tom, though an idle, thoughtless, rattling rascal, was nobody's enemy but his own; and that Master Blifil, though a prudent, discreet, sober young gentleman, was at the same time strongly attached to the interest only of one single person; and who that single person was the reader will be able to divine without any assistance of ours.
"
628,"Now, though Molly was, as we have said, generally thought a very fine girl, and in reality she was so, yet her beauty was not of the most amiable kind. It had, indeed, very little of feminine in it, and would have become a man at least as well as a woman; for, to say the truth, youth and florid health had a very considerable share in the composition.
"
676,"The whole family were soon reduced to a state of perfect quiet; for the virtue of this medicine, like that of electricity, is often communicated through one person to many others, who are not touched by the instrument. To say the truth, as they both operate by friction, it may be doubted whether there is not something analogous between them, of which Mr. Freke would do well to enquire, before he publishes the next edition of his book.
"
706,"A lawyer may perhaps think Mr. Allworthy exceeded his authority a little in this instance. And, to say the truth, I question, as here was no regular information before him, whether his conduct was strictly regular. However, as his intention was truly upright, he ought to be excused in foro conscientiæ; since so many arbitrary acts are daily committed by magistrates who have not this excuse to plead for themselves.
"
753,"However this be, certain it is that the accident operated very strongly on Sophia; and, indeed, after much enquiry into the matter, I am inclined to believe, that, at this very time, the charming Sophia made no less impression on the heart of Jones; to say truth, he had for some time become sensible of the irresistible power of her charms.
"
758,"Sophia, when her arm was bound up, retired: for she was not willing (nor was it, perhaps, strictly decent) to be present at the operation on Jones. Indeed, one objection which she had to bleeding (though she did not make it) was the delay which it would occasion to setting the broken bone. For Western, when Sophia was concerned, had no consideration but for her; and as for Jones himself, he “sat like patience on a monument smiling at grief.” To say the truth, when he saw the blood springing from the lovely arm of Sophia, he scarce thought of what had happened to himself.
"
779,"To avoid, therefore, all imputation of laying down a rule for posterity, founded only on the authority of ipse dixit*—for which, to say the truth, we have not the profoundest veneration—we shall here waive the privilege above contended for, and proceed to lay before the reader the reasons which have induced us to intersperse these several digressive essays in the course of this work.
"
797,"To say the truth, these soporific parts are so many scenes of serious artfully interwoven, in order to contrast and set off the rest; and this is the true meaning of a late facetious writer, who told the public that whenever he was dull they might be assured there was a design in it.
"
809,"The countenance of Sophia had undergone more than one change during the foregoing speeches; and probably she imputed the passionate resentment which Jones had expressed against the mare, to a different motive from that from which her father had derived it. Her spirits were at this time in a visible flutter; and she played so intolerably ill, that had not Western soon fallen asleep, he must have remarked it. Jones, however, who was sufficiently awake, and was not without an ear any more than without eyes, made some observations; which being joined to all which the reader may remember to have passed formerly, gave him pretty strong assurances, when he came to reflect on the whole, that all was not well in the tender bosom of Sophia; an opinion which many young gentlemen will, I doubt not, extremely wonder at his not having been well confirmed in long ago. To confess the truth, he had rather too much diffidence in himself, and was not forward enough in seeing the advances of a young lady; a misfortune which can be cured only by that early town education, which is at present so generally in fashion.
"
843,"But to confess the truth, this inconsistency is rather imaginary than real. Philosophers are composed of flesh and blood as well as other human creatures; and however sublimated and refined the theory of these may be, a little practical frailty is as incident to them as to other mortals. It is, indeed, in theory only, and not in practice, as we have before hinted, that consists the difference: for though such great beings think much better and more wisely, they always act exactly like other men. They know very well how to subdue all appetites and passions, and to despise both pain and pleasure; and this knowledge affords much delightful contemplation, and is easily acquired; but the practice would be vexatious and troublesome; and, therefore, the same wisdom which teaches them to know this, teaches them to avoid carrying it into execution.
"
867,"But, to say the truth, there is a more simple and plain method of accounting for that prodigious superiority of penetration which we must observe in some men over the rest of the human species, and one which will serve not only in the case of lovers, but of all others. From whence is it that the knave is generally so quick-sighted to those symptoms and operations of knavery, which often dupe an honest man of a much better understanding? There surely is no general sympathy among knaves; nor have they, like freemasons, any common sign of communication. In reality, it is only because they have the same thing in their heads, and their thoughts are turned the same way. Thus, that Sophia saw, and that Western did not see, the plain symptoms of love in Jones can be no wonder, when we consider that the idea of love never entered into the head of the father, whereas the daughter, at present, thought of nothing else.
"
885,"And now the whole family, namely, Mr. Blifil, Mr. Jones, Mr. Thwackum, Mr. Square, and some of the servants (for such were Mr. Allworthy's orders), being all assembled round his bed, the good man sat up in it, and was beginning to speak, when Blifil fell to blubbering, and began to express very loud and bitter lamentations. Upon this Mr. Allworthy shook him by the hand, and said, “Do not sorrow thus, my dear nephew, at the most ordinary of all human occurrences. When misfortunes befal our friends we are justly grieved; for those are accidents which might often have been avoided, and which may seem to render the lot of one man more peculiarly unhappy than that of others; but death is certainly unavoidable, and is that common lot in which alone the fortunes of all men agree: nor is the time when this happens to us very material. If the wisest of men hath compared life to a span, surely we may be allowed to consider it as a day. It is my fate to leave it in the evening; but those who are taken away earlier have only lost a few hours, at the best little worth lamenting, and much oftener hours of labour and fatigue, of pain and sorrow. One of the Roman poets, I remember, likens our leaving life to our departure from a feast;—a thought which hath often occurred to me when I have seen men struggling to protract an entertainment, and to enjoy the company of their friends a few moments longer. Alas! how short is the most protracted of such enjoyments! how immaterial the difference between him who retires the soonest, and him who stays the latest! This is seeing life in the best view, and this unwillingness to quit our friends is the most amiable motive from which we can derive the fear of death; and yet the longest enjoyment which we can hope for of this kind is of so trivial a duration, that it is to a wise man truly contemptible. Few men, I own, think in this manner; for, indeed, few men think of death till they are in its jaws. However gigantic and terrible in object this may appear when it approaches them, they are nevertheless incapable of seeing it at any distance; nay, though they have been ever so much alarmed and frightened when they have apprehended themselves in danger of dying, they are no sooner cleared from this apprehension than even the fears of it are erased from their minds. But, alas! he who escapes from death is not pardoned; he is, only reprieved, and reprieved to a short day.
"
901,"Besides grief for her master, there was another source for that briny stream which so plentifully rose above the two mountainous cheek-bones of the housekeeper. She was no sooner retired, than she began to mutter to herself in the following pleasant strain: “Sure master might have made some difference, methinks, between me and the other servants. I suppose he hath left me mourning; but, i'fackins! if that be all, the devil shall wear it for him, for me. I'd have his worship know I am no beggar. I have saved five hundred pound in his service, and after all to be used in this manner.—It is a fine encouragement to servants to be honest; and to be sure, if I have taken a little something now and then, others have taken ten times as much; and now we are all put in a lump together. If so be that it be so, the legacy may go to the devil with him that gave it. No, I won't give it up neither, because that will please some folks. No, I'll buy the gayest gown I can get, and dance over the old curmudgeon's grave in it. This is my reward for taking his part so often, when all the country have cried shame of him, for breeding up his bastard in that manner; but he is going now where he must pay for all. It would have become him better to have repented of his sins on his deathbed, than to glory in them, and give away his estate out of his own family to a misbegotten child. Found in his bed, forsooth! a pretty story! ay, ay, that hide know where to find. Lord forgive him! I warrant he hath many more bastards to answer for, if the truth was known. One comfort is, they will all be known where he is a going now.—'The servants will find some token to remember me by.' Those were the very words; I shall never forget them, if I was to live a thousand years. Ay, ay, I shall remember you for huddling me among the servants. One would have thought he might have mentioned my name as well as that of Square; but he is a gentleman forsooth, though he had not clothes on his back when he came hither first. Marry come up with such gentlemen! though he hath lived here this many years, I don't believe there is arrow a servant in the house ever saw the colour of his money. The devil shall wait upon such a gentleman for me.” Much more of the like kind she muttered to herself; but this taste shall suffice to the reader.
"
907,"To say the truth, Mr. Allworthy's situation had never been so bad as the great caution of the doctor had represented it: but as a wise general never despises his enemy, however inferior that enemy's force may be, so neither doth a wise physician ever despise a distemper, however inconsiderable. As the former preserves the same strict discipline, places the same guards, and employs the same scouts, though the enemy be never so weak; so the latter maintains the same gravity of countenance, and shakes his head with the same significant air, let the distemper be never so trifling. And both, among many other good ones, may assign this solid reason for their conduct, that by these means the greater glory redounds to them if they gain the victory, and the less disgrace if by any unlucky accident they should happen to be conquered.
"
928,"To say truth, nothing is more erroneous than the common observation, that men who are ill-natured and quarrelsome when they are drunk, are very worthy persons when they are sober: for drink, in reality, doth not reverse nature, or create passions in men which did not exist in them before. It takes away the guard of reason, and consequently forces us to produce those symptoms, which many, when sober, have art enough to conceal. It heightens and inflames our passions (generally indeed that passion which is uppermost in our mind), so that the angry temper, the amorous, the generous, the good-humoured, the avaricious, and all other dispositions of men, are in their cups heightened and exposed.
"
943,"Some of my readers may be inclined to think this event unnatural. However, the fact is true; and perhaps may be sufficiently accounted for by suggesting, that Jones probably thought one woman better than none, and Molly as probably imagined two men to be better than one. Besides the before-mentioned motive assigned to the present behaviour of Jones, the reader will be likewise pleased to recollect in his favour, that he was not at this time perfect master of that wonderful power of reason, which so well enables grave and wise men to subdue their unruly passions, and to decline any of these prohibited amusements. Wine now had totally subdued this power in Jones. He was, indeed, in a condition, in which, if reason had interposed, though only to advise, she might have received the answer which one Cleostratus gave many years ago to a silly fellow, who asked him, if he was not ashamed to be drunk? “Are not you,” said Cleostratus, “ashamed to admonish a drunken man?”—To say the truth, in a court of justice drunkenness must not be an excuse, yet in a court of conscience it is greatly so; and therefore Aristotle, who commends the laws of Pittacus, by which drunken men received double punishment for their crimes, allows there is more of policy than justice in that law. Now, if there are any transgressions pardonable from drunkenness, they are certainly such as Mr. Jones was at present guilty of; on which head I could pour forth a vast profusion of learning, if I imagined it would either entertain my reader, or teach him anything more than he knows already. For his sake therefore I shall keep my learning to myself, and return to my history.
"
944,"It hath been observed, that Fortune seldom doth things by halves. To say truth, there is no end to her freaks whenever she is disposed to gratify or displease. No sooner had our heroe retired with his Dido, but
"
1010,"Sophia retained the same gravity of countenance the next morning at breakfast; whence she retired likewise earlier than usual, leaving her father and aunt together. The squire took no notice of this change in his daughter's disposition. To say the truth, though he was somewhat of a politician, and had been twice a candidate in the country interest at an election, he was a man of no great observation. His sister was a lady of a different turn. She had lived about the court, and had seen the world. Hence she had acquired all that knowledge which the said world usually communicates; and was a perfect mistress of manners, customs, ceremonies, and fashions. Nor did her erudition stop here. She had considerably improved her mind by study; she had not only read all the modern plays, operas, oratorios, poems, and romances—in all which she was a critic; but had gone through Rapin's History of England, Eachard's Roman History, and many French Memoires pour servir a l'Histoire: to these she had added most of the political pamphlets and journals published within the last twenty years. From which she had attained a very competent skill in politics, and could discourse very learnedly on the affairs of Europe. She was, moreover, excellently well skilled in the doctrine of amour, and knew better than anybody who and who were together; a knowledge which she the more easily attained, as her pursuit of it was never diverted by any affairs of her own; for either she had no inclinations, or they had never been solicited; which last is indeed very probable; for her masculine person, which was near six foot high, added to her manner and learning, possibly prevented the other sex from regarding her, notwithstanding her petticoats, in the light of a woman. However, as she had considered the matter scientifically, she perfectly well knew, though she had never practised them, all the arts which fine ladies use when they desire to give encouragement, or to conceal liking, with all the long appendage of smiles, ogles, glances, &c., as they are at present practised in the beau-monde. To sum the whole, no species of disguise or affectation had escaped her notice; but as to the plain simple workings of honest nature, as she had never seen any such, she could know but little of them.
"
1024,"To say the truth, in discovering the deceit of others, it matters much that our own art be wound up, if I may use the expression, in the same key with theirs: for very artful men sometimes miscarry by fancying others wiser, or, in other words, greater knaves, than they really are. As this observation is pretty deep, I will illustrate it by the following short story. Three countrymen were pursuing a Wiltshire thief through Brentford. The simplest of them seeing “The Wiltshire House,” written under a sign, advised his companions to enter it, for there most probably they would find their countryman. The second, who was wiser, laughed at this simplicity; but the third, who was wiser still, answered, “Let us go in, however, for he may think we should not suspect him of going amongst his own countrymen.” They accordingly went in and searched the house, and by that means missed overtaking the thief, who was at that time but a little way before them; and who, as they all knew, but had never once reflected, could not read.
"
1033,"To say truth, the wisest man is the likeliest to possess all worldly blessings in an eminent degree; for as that moderation which wisdom prescribes is the surest way to useful wealth, so can it alone qualify us to taste many pleasures. The wise man gratifies every appetite and every passion, while the fool sacrifices all the rest to pall and satiate one.
"
1061,"Mrs. Western having obtained that promise from her niece which we have seen in the last chapter, withdrew; and presently after arrived Mrs. Honour. She was at work in a neighbouring apartment, and had been summoned to the keyhole by some vociferation in the preceding dialogue, where she had continued during the remaining part of it. At her entry into the room, she found Sophia standing motionless, with the tears trickling from her eyes. Upon which she immediately ordered a proper quantity of tears into her own eyes, and then began, “O Gemini, my dear lady, what is the matter?”—“Nothing,” cries Sophia. “Nothing! O dear madam!” answers Honour, “you must not tell me that, when your ladyship is in this taking, and when there hath been such a preamble between your ladyship and Madam Western.”— “Don't teaze me,” cries Sophia; “I tell you nothing is the matter. Good heavens! why was I born?”—“Nay, madam,” says Mrs. Honour, “you shall never persuade me that your la'ship can lament yourself so for nothing. To be sure I am but a servant; but to be sure I have been always faithful to your la'ship, and to be sure I would serve your la'ship with my life.”—“My dear Honour,” says Sophia, “'tis not in thy power to be of any service to me. I am irretrievably undone.”— “Heaven forbid!” answered the waiting-woman; “but if I can't be of any service to you, pray tell me, madam—it will be some comfort to me to know—pray, dear ma'am, tell me what's the matter.”—“My father,” cries Sophia, “is going to marry me to a man I both despise and hate.”—“O dear, ma'am,” answered the other, “who is this wicked man? for to be sure he is very bad, or your la'ship would not despise him.”—“His name is poison to my tongue,” replied Sophia: “thou wilt know it too soon.” Indeed, to confess the truth, she knew it already, and therefore was not very inquisitive as to that point. She then proceeded thus: “I don't pretend to give your la'ship advice, whereof your la'ship knows much better than I can pretend to, being but a servant; but, ifackins! no father in England should marry me against my consent. And, to be sure, the 'squire is so good, that if he did but know your la'ship despises and hates the young man, to be sure he would not desire you to marry him. And if your la'ship would but give me leave to tell my master so. To be sure, it would be more properer to come from your own mouth; but as your la'ship doth not care to foul your tongue with his nasty name—” —“You are mistaken, Honour,” says Sophia; “my father was determined before he ever thought fit to mention it to me.”—“More shame for him,” cries Honour: “you are to go to bed to him, and not master: and thof a man may be a very proper man, yet every woman mayn't think him handsome alike. I am sure my master would never act in this manner of his own head. I wish some people would trouble themselves only with what belongs to them; they would not, I believe, like to be served so, if it was their own case; for though I am a maid, I can easily believe as how all men are not equally agreeable. And what signifies your la'ship having so great a fortune, if you can't please yourself with the man you think most handsomest? Well, I say nothing; but to be sure it is a pity some folks had not been better born; nay, as for that matter, I should not mind it myself; but then there is not so much money; and what of that? your la'ship hath money enough for both; and where can your la'ship bestow your fortune better? for to be sure every one must allow that he is the most handsomest, charmingest, finest, tallest, properest man in the world.”—“What do you mean by running on in this manner to me?” cries Sophia, with a very grave countenance. “Have I ever given any encouragement for these liberties?”—“Nay, ma'am, I ask pardon; I meant no harm,” answered she; “but to be sure the poor gentleman hath run in my head ever since I saw him this morning. To be sure, if your la'ship had but seen him just now, you must have pitied him. Poor gentleman! I wishes some misfortune hath not happened to him; for he hath been walking about with his arms across, and looking so melancholy, all this morning: I vow and protest it made me almost cry to see him.”—“To see whom?” says Sophia. “Poor Mr. Jones,” answered Honour. “See him! why, where did you see him?” cries Sophia, “By the canal, ma'am,” says Honour. “There he hath been walking all this morning, and at last there he laid himself down: I believe he lies there still. To be sure, if it had not been for my modesty, being a maid, as I am, I should have gone and spoke to him. Do, ma'am, let me go and see, only for a fancy, whether he is there still.”—“Pugh!” says Sophia. “There! no, no: what should he do there? He is gone before this time, to be sure. Besides, why—what—why should you go to see? besides, I want you for something else. Go, fetch me my hat and gloves. I shall walk with my aunt in the grove before dinner.” Honour did immediately as she was bid, and Sophia put her hat on; when, looking in the glass, she fancied the ribbon with which her hat was tied did not become her, and so sent her maid back again for a ribbon of a different colour; and then giving Mrs. Honour repeated charges not to leave her work on any account, as she said it was in violent haste, and must be finished that very day, she muttered something more about going to the grove, and then sallied out the contrary way, and walked, as fast as her tender trembling limbs could carry her, directly towards the canal.
"
1080,"Jones departed instantly in quest of Sophia, whom he found just risen from the ground, where her father had left her, with the tears trickling from her eyes, and the blood running from her lips. He presently ran to her, and with a voice full at once of tenderness and terrour, cried, “O my Sophia, what means this dreadful sight?” She looked softly at him for a moment before she spoke, and then said, “Mr. Jones, for Heaven's sake how came you here?—Leave me, I beseech you, this moment.”—“Do not,” says he, “impose so harsh a command upon me—my heart bleeds faster than those lips. O Sophia, how easily could I drain my veins to preserve one drop of that dear blood.”—“I have too many obligations to you already,” answered she, “for sure you meant them such.” Here she looked at him tenderly almost a minute, and then bursting into an agony, cried, “Oh, Mr. Jones, why did you save my life? my death would have been happier for us both.”—“Happier for us both!” cried he. “Could racks or wheels kill me so painfully as Sophia's—I cannot bear the dreadful sound. Do I live but for her?” Both his voice and looks were full of inexpressible tenderness when he spoke these words; and at the same time he laid gently hold on her hand, which she did not withdraw from him; to say the truth, she hardly knew what she did or suffered. A few moments now passed in silence between these lovers, while his eyes were eagerly fixed on Sophia, and hers declining towards the ground: at last she recovered strength enough to desire him again to leave her, for that her certain ruin would be the consequence of their being found together; adding, “Oh, Mr. Jones, you know not, you know not what hath passed this cruel afternoon.” “I know all, my Sophia,” answered he; “your cruel father hath told me all, and he himself hath sent me hither to you.”—“My father sent you to me!” replied she: “sure you dream.”—“Would to Heaven,” cries he, “it was but a dream! Oh, Sophia, your father hath sent me to you, to be an advocate for my odious rival, to solicit you in his favour. I took any means to get access to you. O speak to me, Sophia! comfort my bleeding heart. Sure no one ever loved, ever doated like me. Do not unkindly withhold this dear, this soft, this gentle hand—one moment, perhaps, tears you for ever from me—nothing less than this cruel occasion could, I believe, have ever conquered the respect and awe with which you have inspired me.” She stood a moment silent, and covered with confusion; then lifting up her eyes gently towards him, she cried, “What would Mr. Jones have me say?”—“O do but promise,” cries he, “that you never will give yourself to Blifil.”—“Name not,” answered she, “the detested sound. Be assured I never will give him what is in my power to withhold from him.”—“Now then,” cries he, “while you are so perfectly kind, go a little farther, and add that I may hope.”—“Alas!” says she, “Mr. Jones, whither will you drive me? What hope have I to bestow? You know my father's intentions.”—“But I know,” answered he, “your compliance with them cannot be compelled.”—“What,” says she, “must be the dreadful consequence of my disobedience? My own ruin is my least concern. I cannot bear the thoughts of being the cause of my father's misery.”—“He is himself the cause,” cries Jones, “by exacting a power over you which Nature hath not given him. Think on the misery which I am to suffer if I am to lose you, and see on which side pity will turn the balance.”—“Think of it!” replied she: “can you imagine I do not feel the ruin which I must bring on you, should I comply with your desire? It is that thought which gives me resolution to bid you fly from me for ever, and avoid your own destruction.”—“I fear no destruction,” cries he, “but the loss of Sophia. If you would save me from the most bitter agonies, recall that cruel sentence. Indeed, I can never part with you, indeed I cannot.”
"
1091,"So trembled poor Sophia, so turned she pale at the noise of her father, who, in a voice most dreadful to hear, came on swearing, cursing, and vowing the destruction of Jones. To say the truth, I believe the youth himself would, from some prudent considerations, have preferred another place of abode at this time, had his terror on Sophia's account given him liberty to reflect a moment on what any other ways concerned himself, than as his love made him partake whatever affected her.
"
1103,"No sooner had the squire swallowed a large draught than he renewed the discourse on Jones, and declared a resolution of going the next morning early to acquaint Mr. Allworthy. His friend would have dissuaded him from this, from the mere motive of good-nature; but his dissuasion had no other effect than to produce a large volley of oaths and curses, which greatly shocked the pious ears of Supple; but he did not dare to remonstrate against a privilege which the squire claimed as a freeborn Englishman. To say truth, the parson submitted to please his palate at the squire's table, at the expense of suffering now and then this violence to his ears. He contented himself with thinking he did not promote this evil practise, and that the squire would not swear an oath the less, if he never entered within his gates. However, though he was not guilty of ill manners by rebuking a gentleman in his own house, he paid him off obliquely in the pulpit: which had not, indeed, the good effect of working a reformation in the squire himself; yet it so far operated on his conscience, that he put the laws very severely in execution against others, and the magistrate was the only person in the parish who could swear with impunity.
"
1260,"And, to say the truth, Blifil had passed sentence against Sophia; for, however pleased he had declared himself to Western with his reception, he was by no means satisfied, unless it was that he was convinced of the hatred and scorn of his mistress: and this had produced no less reciprocal hatred and scorn in him. It may, perhaps, be asked, Why then did he not put an immediate end to all further courtship? I answer, for that very reason, as well as for several others equally good, which we shall now proceed to open to the reader.
"
1263,"For these reasons Mr. Blifil was so desirous of the match that he intended to deceive Sophia, by pretending love to her; and to deceive her father and his own uncle, by pretending he was beloved by her. In doing this he availed himself of the piety of Thwackum, who held, that if the end proposed was religious (as surely matrimony is), it mattered not how wicked were the means. As to other occasions, he used to apply the philosophy of Square, which taught, that the end was immaterial, so that the means were fair and consistent with moral rectitude. To say truth, there were few occurrences in life on which he could not draw advantage from the precepts of one or other of those great masters.
"
